Temperature (K)	Pressure (bar)	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
77.400	0.70000	112.05	0.0089244	1.5643	2.1890	154.85	21.328	30.660	176.32	2.6747	5.4220	0.0071406	vapor
77.400	0.70167	112.33	0.0089026	1.5642	2.1889	154.83	21.329	30.664	176.31	2.6748	5.4221	0.0071409	vapor
77.400	0.70333	112.60	0.0088808	1.5642	2.1888	154.81	21.331	30.668	176.30	2.6750	5.4223	0.0071411	vapor
77.400	0.70500	112.88	0.0088592	1.5641	2.1886	154.78	21.332	30.672	176.29	2.6751	5.4224	0.0071414	vapor
77.400	0.70667	113.15	0.0088376	1.5640	2.1885	154.76	21.334	30.676	176.29	2.6753	5.4225	0.0071416	vapor
77.400	0.70833	113.43	0.0088162	1.5639	2.1884	154.74	21.335	30.680	176.28	2.6755	5.4227	0.0071419	vapor
77.400	0.71000	113.70	0.0087948	1.5638	2.1882	154.72	21.337	30.684	176.27	2.6756	5.4228	0.0071422	vapor
77.400	0.71167	113.98	0.0087736	1.5637	2.1881	154.70	21.338	30.689	176.26	2.6758	5.4229	0.0071424	vapor
77.400	0.71333	114.25	0.0087524	1.5636	2.1880	154.68	21.339	30.693	176.26	2.6759	5.4231	0.0071427	vapor
77.400	0.71500	114.53	0.0087314	1.5635	2.1878	154.66	21.341	30.697	176.25	2.6761	5.4232	0.0071429	vapor
77.400	0.71667	114.81	0.0087104	1.5634	2.1877	154.64	21.342	30.701	176.24	2.6763	5.4233	0.0071432	vapor
77.400	0.71833	115.08	0.0086896	1.5633	2.1875	154.62	21.344	30.705	176.23	2.6764	5.4234	0.0071435	vapor
77.400	0.72000	115.36	0.0086688	1.5633	2.1874	154.60	21.345	30.709	176.23	2.6766	5.4236	0.0071437	vapor
77.400	0.72167	115.63	0.0086481	1.5632	2.1873	154.58	21.346	30.713	176.22	2.6768	5.4237	0.0071440	vapor
77.400	0.72333	115.91	0.0086276	1.5631	2.1871	154.56	21.348	30.718	176.21	2.6769	5.4238	0.0071443	vapor
77.400	0.72500	116.18	0.0086071	1.5630	2.1870	154.54	21.349	30.722	176.20	2.6771	5.4240	0.0071445	vapor
77.400	0.72667	116.46	0.0085867	1.5629	2.1869	154.52	21.351	30.726	176.20	2.6772	5.4241	0.0071448	vapor
77.400	0.72833	116.73	0.0085664	1.5628	2.1867	154.50	21.352	30.730	176.19	2.6774	5.4242	0.0071450	vapor
77.400	0.73000	117.01	0.0085462	1.5627	2.1866	154.48	21.353	30.734	176.18	2.6776	5.4244	0.0071453	vapor
77.400	0.73167	117.29	0.0085261	1.5626	2.1864	154.46	21.355	30.738	176.17	2.6777	5.4245	0.0071456	vapor
77.400	0.73333	117.56	0.0085061	1.5625	2.1863	154.44	21.356	30.743	176.17	2.6779	5.4246	0.0071458	vapor
77.400	0.73500	117.84	0.0084862	1.5624	2.1862	154.42	21.358	30.747	176.16	2.6781	5.4248	0.0071461	vapor
77.400	0.73667	118.11	0.0084663	1.5623	2.1860	154.40	21.359	30.751	176.15	2.6782	5.4249	0.0071463	vapor
77.400	0.73833	118.39	0.0084466	1.5623	2.1859	154.38	21.361	30.755	176.14	2.6784	5.4250	0.0071466	vapor
77.400	0.74000	118.67	0.0084270	1.5622	2.1858	154.36	21.362	30.759	176.14	2.6786	5.4252	0.0071469	vapor
77.400	0.74167	118.94	0.0084074	1.5621	2.1856	154.34	21.363	30.764	176.13	2.6787	5.4253	0.0071471	vapor
77.400	0.74333	119.22	0.0083879	1.5620	2.1855	154.32	21.365	30.768	176.12	2.6789	5.4254	0.0071474	vapor
77.400	0.74500	119.50	0.0083685	1.5619	2.1854	154.30	21.366	30.772	176.11	2.6790	5.4256	0.0071477	vapor
77.400	0.74667	119.77	0.0083492	1.5618	2.1852	154.28	21.368	30.776	176.11	2.6792	5.4257	0.0071479	vapor
77.400	0.74833	120.05	0.0083300	1.5617	2.1851	154.26	21.369	30.780	176.10	2.6794	5.4258	0.0071482	vapor
77.400	0.75000	120.32	0.0083109	1.5616	2.1849	154.24	21.370	30.784	176.09	2.6795	5.4260	0.0071484	vapor
77.400	0.75167	120.60	0.0082918	1.5615	2.1848	154.22	21.372	30.789	176.08	2.6797	5.4261	0.0071487	vapor
77.400	0.75333	120.88	0.0082728	1.5614	2.1847	154.20	21.373	30.793	176.08	2.6799	5.4262	0.0071490	vapor
77.400	0.75500	121.15	0.0082540	1.5614	2.1845	154.18	21.375	30.797	176.07	2.6800	5.4264	0.0071492	vapor
77.400	0.75667	121.43	0.0082352	1.5613	2.1844	154.16	21.376	30.801	176.06	2.6802	5.4265	0.0071495	vapor
77.400	0.75833	121.71	0.0082165	1.5612	2.1842	154.14	21.378	30.806	176.05	2.6803	5.4266	0.0071498	vapor
77.400	0.76000	121.98	0.0081978	1.5611	2.1841	154.12	21.379	30.810	176.05	2.6805	5.4267	0.0071500	vapor
77.400	0.76167	122.26	0.0081793	1.5610	2.1840	154.10	21.380	30.814	176.04	2.6807	5.4269	0.0071503	vapor
77.400	0.76333	122.54	0.0081608	1.5609	2.1838	154.08	21.382	30.818	176.03	2.6808	5.4270	0.0071506	vapor
77.400	0.76500	122.81	0.0081424	1.5608	2.1837	154.06	21.383	30.822	176.02	2.6810	5.4271	0.0071508	vapor
77.400	0.76667	123.09	0.0081241	1.5607	2.1836	154.04	21.385	30.827	176.02	2.6812	5.4273	0.0071511	vapor
77.400	0.76833	123.37	0.0081059	1.5606	2.1834	154.02	21.386	30.831	176.01	2.6813	5.4274	0.0071513	vapor
77.400	0.77000	123.64	0.0080877	1.5605	2.1833	154.00	21.388	30.835	176.00	2.6815	5.4275	0.0071516	vapor
77.400	0.77167	123.92	0.0080696	1.5604	2.1831	153.99	21.389	30.839	175.99	2.6817	5.4277	0.0071519	vapor
77.400	0.77333	124.20	0.0080516	1.5603	2.1830	153.97	21.390	30.844	175.99	2.6818	5.4278	0.0071521	vapor
77.400	0.77500	124.48	0.0080337	1.5603	2.1829	153.95	21.392	30.848	175.98	2.6820	5.4279	0.0071524	vapor
77.400	0.77667	124.75	0.0080159	1.5602	2.1827	153.93	21.393	30.852	175.97	2.6822	5.4281	0.0071527	vapor
77.400	0.77833	125.03	0.0079981	1.5601	2.1826	153.91	21.395	30.856	175.96	2.6823	5.4282	0.0071529	vapor
77.400	0.78000	125.31	0.0079804	1.5600	2.1825	153.89	21.396	30.860	175.96	2.6825	5.4283	0.0071532	vapor
77.400	0.78167	125.58	0.0079628	1.5599	2.1823	153.87	21.398	30.865	175.95	2.6826	5.4285	0.0071535	vapor
77.400	0.78333	125.86	0.0079453	1.5598	2.1822	153.85	21.399	30.869	175.94	2.6828	5.4286	0.0071537	vapor
77.400	0.78500	126.14	0.0079278	1.5597	2.1820	153.83	21.400	30.873	175.93	2.6830	5.4287	0.0071540	vapor
77.400	0.78667	126.42	0.0079104	1.5596	2.1819	153.81	21.402	30.877	175.93	2.6831	5.4289	0.0071543	vapor
77.400	0.78833	126.69	0.0078931	1.5595	2.1818	153.80	21.403	30.882	175.92	2.6833	5.4290	0.0071545	vapor
77.400	0.79000	126.97	0.0078759	1.5594	2.1816	153.78	21.405	30.886	175.91	2.6835	5.4291	0.0071548	vapor
77.400	0.79167	127.25	0.0078587	1.5593	2.1815	153.76	21.406	30.890	175.90	2.6836	5.4293	0.0071551	vapor
77.400	0.79333	127.53	0.0078416	1.5593	2.1814	153.74	21.408	30.895	175.89	2.6838	5.4294	0.0071553	vapor
77.400	0.79500	127.80	0.0078246	1.5592	2.1812	153.72	21.409	30.899	175.89	2.6840	5.4295	0.0071556	vapor
77.400	0.79667	128.08	0.0078076	1.5591	2.1811	153.70	21.411	30.903	175.88	2.6841	5.4297	0.0071559	vapor
77.400	0.79833	128.36	0.0077907	1.5590	2.1809	153.68	21.412	30.907	175.87	2.6843	5.4298	0.0071561	vapor
77.400	0.80000	128.64	0.0077739	1.5589	2.1808	153.66	21.413	30.912	175.86	2.6845	5.4299	0.0071564	vapor
77.400	0.80167	128.91	0.0077571	1.5588	2.1807	153.65	21.415	30.916	175.86	2.6846	5.4301	0.0071567	vapor
77.400	0.80333	129.19	0.0077405	1.5587	2.1805	153.63	21.416	30.920	175.85	2.6848	5.4302	0.0071569	vapor
77.400	0.80500	129.47	0.0077239	1.5586	2.1804	153.61	21.418	30.924	175.84	2.6850	5.4303	0.0071572	vapor
77.400	0.80667	129.75	0.0077073	1.5585	2.1802	153.59	21.419	30.929	175.83	2.6851	5.4305	0.0071575	vapor
77.400	0.80833	130.02	0.0076908	1.5584	2.1801	153.57	21.421	30.933	175.83	2.6853	5.4306	0.0071577	vapor
77.400	0.81000	130.30	0.0076744	1.5583	2.1800	153.55	21.422	30.937	175.82	2.6854	5.4307	0.0071580	vapor
77.400	0.81167	130.58	0.0076581	1.5582	2.1798	153.54	21.424	30.942	175.81	2.6856	5.4309	0.0071583	vapor
77.400	0.81333	130.86	0.0076418	1.5582	2.1797	153.52	21.425	30.946	175.80	2.6858	5.4310	0.0071586	vapor
77.400	0.81500	131.14	0.0076256	1.5581	2.1796	153.50	21.426	30.950	175.80	2.6859	5.4311	0.0071588	vapor
77.400	0.81667	131.41	0.0076095	1.5580	2.1794	153.48	21.428	30.954	175.79	2.6861	5.4313	0.0071591	vapor
77.400	0.81833	131.69	0.0075934	1.5579	2.1793	153.46	21.429	30.959	175.78	2.6863	5.4314	0.0071594	vapor
77.400	0.82000	131.97	0.0075774	1.5578	2.1791	153.45	21.431	30.963	175.77	2.6864	5.4315	0.0071596	vapor
77.400	0.82167	132.25	0.0075615	1.5577	2.1790	153.43	21.432	30.967	175.77	2.6866	5.4317	0.0071599	vapor
77.400	0.82333	132.53	0.0075456	1.5576	2.1789	153.41	21.434	30.972	175.76	2.6868	5.4318	0.0071602	vapor
77.400	0.82500	132.81	0.0075298	1.5575	2.1787	153.39	21.435	30.976	175.75	2.6869	5.4319	0.0071604	vapor
77.400	0.82667	133.08	0.0075140	1.5574	2.1786	153.37	21.437	30.980	175.74	2.6871	5.4321	0.0071607	vapor
77.400	0.82833	133.36	0.0074983	1.5573	2.1784	153.36	21.438	30.985	175.74	2.6873	5.4322	0.0071610	vapor
77.400	0.83000	133.64	0.0074827	1.5572	2.1783	153.34	21.439	30.989	175.73	2.6874	5.4323	0.0071613	vapor
77.400	0.83167	133.92	0.0074672	1.5571	2.1782	153.32	21.441	30.993	175.72	2.6876	5.4325	0.0071615	vapor
77.400	0.83333	134.20	0.0074517	1.5571	2.1780	153.30	21.442	30.998	175.71	2.6878	5.4326	0.0071618	vapor
77.400	0.83500	134.48	0.0074362	1.5570	2.1779	153.28	21.444	31.002	175.71	2.6879	5.4327	0.0071621	vapor
77.400	0.83667	134.76	0.0074209	1.5569	2.1778	153.27	21.445	31.006	175.70	2.6881	5.4329	0.0071623	vapor
77.400	0.83833	135.03	0.0074055	1.5568	2.1776	153.25	21.447	31.010	175.69	2.6883	5.4330	0.0071626	vapor
77.400	0.84000	135.31	0.0073903	1.5567	2.1775	153.23	21.448	31.015	175.68	2.6884	5.4331	0.0071629	vapor
77.400	0.84167	135.59	0.0073751	1.5566	2.1773	153.21	21.450	31.019	175.67	2.6886	5.4333	0.0071631	vapor
77.400	0.84333	135.87	0.0073600	1.5565	2.1772	153.19	21.451	31.023	175.67	2.6888	5.4334	0.0071634	vapor
77.400	0.84500	136.15	0.0073449	1.5564	2.1771	153.18	21.453	31.028	175.66	2.6889	5.4335	0.0071637	vapor
77.400	0.84667	136.43	0.0073299	1.5563	2.1769	153.16	21.454	31.032	175.65	2.6891	5.4337	0.0071640	vapor
77.400	0.84833	136.71	0.0073149	1.5562	2.1768	153.14	21.455	31.037	175.64	2.6893	5.4338	0.0071642	vapor
77.400	0.85000	136.99	0.0073000	1.5561	2.1766	153.12	21.457	31.041	175.64	2.6894	5.4339	0.0071645	vapor
77.400	0.85167	137.27	0.0072852	1.5560	2.1765	153.11	21.458	31.045	175.63	2.6896	5.4340	0.0071648	vapor
77.400	0.85333	137.54	0.0072704	1.5560	2.1764	153.09	21.460	31.050	175.62	2.6898	5.4342	0.0071651	vapor
77.400	0.85500	137.82	0.0072557	1.5559	2.1762	153.07	21.461	31.054	175.61	2.6899	5.4343	0.0071653	vapor
77.400	0.85667	138.10	0.0072410	1.5558	2.1761	153.05	21.463	31.058	175.61	2.6901	5.4345	0.0071656	vapor
77.400	0.85833	138.38	0.0072264	1.5557	2.1759	153.04	21.464	31.063	175.60	2.6903	5.4346	0.0071659	vapor
77.400	0.86000	138.66	0.0072118	1.5556	2.1758	153.02	21.466	31.067	175.59	2.6904	5.4347	0.0071661	vapor
77.400	0.86167	138.94	0.0071973	1.5555	2.1757	153.00	21.467	31.071	175.58	2.6906	5.4349	0.0071664	vapor
77.400	0.86333	139.22	0.0071829	1.5554	2.1755	152.99	21.469	31.076	175.58	2.6908	5.4350	0.0071667	vapor
77.400	0.86500	139.50	0.0071685	1.5553	2.1754	152.97	21.470	31.080	175.57	2.6909	5.4351	0.0071670	vapor
77.400	0.86667	139.78	0.0071542	1.5552	2.1752	152.95	21.472	31.084	175.56	2.6911	5.4353	0.0071672	vapor
77.400	0.86833	140.06	0.0071399	1.5551	2.1751	152.93	21.473	31.089	175.55	2.6913	5.4354	0.0071675	vapor
77.400	0.87000	140.34	0.0071257	1.5550	2.1750	152.92	21.475	31.093	175.55	2.6915	5.4355	0.0071678	vapor
77.400	0.87167	140.62	0.0071115	1.5549	2.1748	152.90	21.476	31.098	175.54	2.6916	5.4357	0.0071681	vapor
77.400	0.87333	140.90	0.0070974	1.5548	2.1747	152.88	21.478	31.102	175.53	2.6918	5.4358	0.0071683	vapor
77.400	0.87500	141.18	0.0070833	1.5548	2.1745	152.87	21.479	31.106	175.52	2.6920	5.4359	0.0071686	vapor
77.400	0.87667	141.46	0.0070693	1.5547	2.1744	152.85	21.480	31.111	175.51	2.6921	5.4361	0.0071689	vapor
77.400	0.87833	141.74	0.0070554	1.5546	2.1743	152.83	21.482	31.115	175.51	2.6923	5.4362	0.0071692	vapor
77.400	0.88000	142.02	0.0070415	1.5545	2.1741	152.81	21.483	31.120	175.50	2.6925	5.4363	0.0071694	vapor
77.400	0.88167	142.30	0.0070276	1.5544	2.1740	152.80	21.485	31.124	175.49	2.6926	5.4365	0.0071697	vapor
77.400	0.88333	142.58	0.0070138	1.5543	2.1739	152.78	21.486	31.128	175.48	2.6928	5.4366	0.0071700	vapor
77.400	0.88500	142.86	0.0070001	1.5542	2.1737	152.76	21.488	31.133	175.48	2.6930	5.4367	0.0071703	vapor
77.400	0.88667	143.14	0.0069864	1.5541	2.1736	152.75	21.489	31.137	175.47	2.6931	5.4369	0.0071705	vapor
77.400	0.88833	143.42	0.0069728	1.5540	2.1734	152.73	21.491	31.142	175.46	2.6933	5.4370	0.0071708	vapor
77.400	0.89000	143.70	0.0069592	1.5539	2.1733	152.71	21.492	31.146	175.45	2.6935	5.4371	0.0071711	vapor
77.400	0.89167	143.98	0.0069456	1.5538	2.1732	152.70	21.494	31.150	175.45	2.6936	5.4373	0.0071714	vapor
77.400	0.89333	144.26	0.0069322	1.5537	2.1730	152.68	21.495	31.155	175.44	2.6938	5.4374	0.0071716	vapor
77.400	0.89500	144.54	0.0069187	1.5536	2.1729	152.66	21.497	31.159	175.43	2.6940	5.4375	0.0071719	vapor
77.400	0.89667	144.82	0.0069053	1.5536	2.1727	152.65	21.498	31.164	175.42	2.6941	5.4377	0.0071722	vapor
77.400	0.89833	145.10	0.0068920	1.5535	2.1726	152.63	21.500	31.168	175.42	2.6943	5.4378	0.0071725	vapor
77.400	0.90000	145.38	0.0068787	1.5534	2.1725	152.61	21.501	31.172	175.41	2.6945	5.4379	0.0071727	vapor
77.400	0.90167	145.66	0.0068655	1.5533	2.1723	152.60	21.503	31.177	175.40	2.6947	5.4381	0.0071730	vapor
77.400	0.90333	145.94	0.0068523	1.5532	2.1722	152.58	21.504	31.181	175.39	2.6948	5.4382	0.0071733	vapor
77.400	0.90500	146.22	0.0068391	1.5531	2.1720	152.56	21.506	31.186	175.38	2.6950	5.4383	0.0071736	vapor
77.400	0.90667	146.50	0.0068260	1.5530	2.1719	152.55	21.507	31.190	175.38	2.6952	5.4385	0.0071739	vapor
77.400	0.90833	146.78	0.0068130	1.5529	2.1718	152.53	21.509	31.195	175.37	2.6953	5.4386	0.0071741	vapor
77.400	0.91000	147.06	0.0068000	1.5528	2.1716	152.51	21.510	31.199	175.36	2.6955	5.4387	0.0071744	vapor
77.400	0.91167	147.34	0.0067870	1.5527	2.1715	152.50	21.512	31.203	175.35	2.6957	5.4389	0.0071747	vapor
77.400	0.91333	147.62	0.0067741	1.5526	2.1713	152.48	21.513	31.208	175.35	2.6958	5.4390	0.0071750	vapor
77.400	0.91500	147.90	0.0067613	1.5525	2.1712	152.46	21.515	31.212	175.34	2.6960	5.4391	0.0071752	vapor
77.400	0.91667	148.18	0.0067485	1.5524	2.1711	152.45	21.516	31.217	175.33	2.6962	5.4393	0.0071755	vapor
77.400	0.91833	148.46	0.0067357	1.5524	2.1709	152.43	21.518	31.221	175.32	2.6964	5.4394	0.0071758	vapor
77.400	0.92000	148.74	0.0067230	1.5523	2.1708	152.42	21.519	31.226	175.32	2.6965	5.4395	0.0071761	vapor
77.400	0.92167	149.02	0.0067103	1.5522	2.1706	152.40	21.521	31.230	175.31	2.6967	5.4397	0.0071764	vapor
77.400	0.92333	149.31	0.0066977	1.5521	2.1705	152.38	21.522	31.235	175.30	2.6969	5.4398	0.0071766	vapor
77.400	0.92500	149.59	0.0066851	1.5520	2.1703	152.37	21.524	31.239	175.29	2.6970	5.4399	0.0071769	vapor
77.400	0.92667	149.87	0.0066726	1.5519	2.1702	152.35	21.525	31.244	175.28	2.6972	5.4401	0.0071772	vapor
77.400	0.92833	150.15	0.0066601	1.5518	2.1701	152.33	21.527	31.248	175.28	2.6974	5.4402	0.0071775	vapor
77.400	0.93000	150.43	0.0066476	1.5517	2.1699	152.32	21.528	31.252	175.27	2.6975	5.4403	0.0071778	vapor
77.400	0.93167	150.71	0.0066352	1.5516	2.1698	152.30	21.530	31.257	175.26	2.6977	5.4405	0.0071780	vapor
77.400	0.93333	150.99	0.0066229	1.5515	2.1696	152.29	21.531	31.261	175.25	2.6979	5.4406	0.0071783	vapor
77.400	0.93500	151.27	0.0066105	1.5514	2.1695	152.27	21.533	31.266	175.25	2.6981	5.4407	0.0071786	vapor
77.400	0.93667	151.55	0.0065983	1.5513	2.1694	152.25	21.534	31.270	175.24	2.6982	5.4409	0.0071789	vapor
77.400	0.93833	151.84	0.0065860	1.5512	2.1692	152.24	21.536	31.275	175.23	2.6984	5.4410	0.0071792	vapor
77.400	0.94000	152.12	0.0065739	1.5511	2.1691	152.22	21.537	31.279	175.22	2.6986	5.4411	0.0071794	vapor
77.400	0.94167	152.40	0.0065617	1.5510	2.1689	152.21	21.539	31.284	175.22	2.6987	5.4413	0.0071797	vapor
77.400	0.94333	152.68	0.0065496	1.5510	2.1688	152.19	21.540	31.288	175.21	2.6989	5.4414	0.0071800	vapor
77.400	0.94500	152.96	0.0065376	1.5509	2.1687	152.17	21.542	31.293	175.20	2.6991	5.4415	0.0071803	vapor
77.400	0.94667	153.24	0.0065256	1.5508	2.1685	152.16	21.543	31.297	175.19	2.6993	5.4417	0.0071806	vapor
77.400	0.94833	153.53	0.0065136	1.5507	2.1684	152.14	21.545	31.302	175.18	2.6994	5.4418	0.0071808	vapor
77.400	0.95000	153.81	0.0065017	1.5506	2.1682	152.13	21.546	31.306	175.18	2.6996	5.4420	0.0071811	vapor
77.400	0.95167	154.09	0.0064898	1.5505	2.1681	152.11	21.548	31.311	175.17	2.6998	5.4421	0.0071814	vapor
77.400	0.95333	154.37	0.0064779	1.5504	2.1680	152.09	21.549	31.315	175.16	2.6999	5.4422	0.0071817	vapor
77.400	0.95500	154.65	0.0064661	1.5503	2.1678	152.08	21.551	31.320	175.15	2.7001	5.4424	0.0071820	vapor
77.400	0.95667	154.93	0.0064544	1.5502	2.1677	152.06	21.552	31.324	175.15	2.7003	5.4425	0.0071823	vapor
77.400	0.95833	155.22	0.0064426	1.5501	2.1675	152.05	21.554	31.329	175.14	2.7005	5.4426	0.0071825	vapor
77.400	0.96000	155.50	0.0064309	1.5500	2.1674	152.03	21.555	31.333	175.13	2.7006	5.4428	0.0071828	vapor
77.400	0.96167	155.78	0.0064193	1.5499	2.1673	152.02	21.557	31.338	175.12	2.7008	5.4429	0.0071831	vapor
77.400	0.96333	156.06	0.0064077	1.5498	2.1671	152.00	21.558	31.343	175.12	2.7010	5.4430	0.0071834	vapor
77.400	0.96500	156.34	0.0063961	1.5497	2.1670	151.98	21.560	31.347	175.11	2.7012	5.4432	0.0071837	vapor
77.400	0.96667	156.63	0.0063846	1.5496	2.1668	151.97	21.561	31.352	175.10	2.7013	5.4433	0.0071840	vapor
77.400	0.96833	156.91	0.0063731	1.5496	2.1667	151.95	21.563	31.356	175.09	2.7015	5.4434	0.0071842	vapor
77.400	0.97000	157.19	0.0063617	1.5495	2.1665	151.94	21.564	31.361	175.08	2.7017	5.4436	0.0071845	vapor
77.400	0.97167	157.47	0.0063503	1.5494	2.1664	151.92	21.566	31.365	175.08	2.7018	5.4437	0.0071848	vapor
77.400	0.97333	157.76	0.0063389	1.5493	2.1663	151.91	21.567	31.370	175.07	2.7020	5.4438	0.0071851	vapor
77.400	0.97500	158.04	0.0063276	1.5492	2.1661	151.89	21.569	31.374	175.06	2.7022	5.4440	0.0071854	vapor
77.400	0.97667	158.32	0.0063163	1.5491	2.1660	151.88	21.570	31.379	175.05	2.7024	5.4441	0.0071857	vapor
77.400	0.97833	158.60	0.0063051	1.5490	2.1658	151.86	21.572	31.383	175.05	2.7025	5.4442	0.0071859	vapor
77.400	0.98000	158.89	0.0062939	1.5489	2.1657	151.85	21.573	31.388	175.04	2.7027	5.4444	0.0071862	vapor
77.400	0.98167	159.17	0.0062827	1.5488	2.1656	151.83	21.575	31.392	175.03	2.7029	5.4445	0.0071865	vapor
77.400	0.98333	159.45	0.0062715	1.5487	2.1654	151.81	21.576	31.397	175.02	2.7031	5.4446	0.0071868	vapor
77.400	0.98500	159.73	0.0062605	1.5486	2.1653	151.80	21.578	31.402	175.01	2.7032	5.4448	0.0071871	vapor
77.400	0.98667	160.02	0.0062494	1.5485	2.1651	151.78	21.579	31.406	175.01	2.7034	5.4449	0.0071874	vapor
77.400	0.98833	160.30	0.0062384	1.5484	2.1650	151.77	21.581	31.411	175.00	2.7036	5.4451	0.0071876	vapor
77.400	0.99000	160.58	0.0062274	1.5483	2.1649	151.75	21.582	31.415	174.99	2.7038	5.4452	0.0071879	vapor
77.400	0.99167	160.86	0.0062164	1.5482	2.1647	151.74	21.584	31.420	174.98	2.7039	5.4453	0.0071882	vapor
77.400	0.99333	161.15	0.0062055	1.5482	2.1646	151.72	21.586	31.424	174.98	2.7041	5.4455	0.0071885	vapor
77.400	0.99500	161.43	0.0061946	1.5481	2.1644	151.71	21.587	31.429	174.97	2.7043	5.4456	0.0071888	vapor
77.400	0.99667	161.71	0.0061838	1.5480	2.1643	151.69	21.589	31.434	174.96	2.7044	5.4457	0.0071891	vapor
77.400	0.99833	162.00	0.0061730	1.5479	2.1641	151.68	21.590	31.438	174.95	2.7046	5.4459	0.0071894	vapor
77.400	1.0000	162.28	0.0061622	1.5478	2.1640	151.66	21.592	31.443	174.94	2.7048	5.4460	0.0071896	vapor
